,WindGustDir,WindDir3pm,WindDir9am,RainToday,RainTomorrow
860,S,SSE,N,No,No
861,SE,ESE,N,No,No
862,ESE,ESE,N,No,No
863,ENE,NE,N,No,Yes
864,WNW,WNW,NNE,Yes,Yes
865,WNW,WNW,WSW,Yes,No
866,SE,SE,S,No,No
867,WSW,WSW,N,No,No
868,W,WSW,NE,No,No
869,WSW,WSW,N,No,No
870,SSE,SE,WSW,No,No
871,SSE,ESE,N,No,No
872,SE,SE,N,No,No
873,NE,NE,N,No,No
874,N,SSE,NNW,No,No
875,NW,NW,ENE,No,Yes
876,W,WNW,W,Yes,No
877,N,N,N,No,Yes
878,WSW,WNW,W,Yes,No
879,SW,NW,S,No,Yes
880,WNW,W,WNW,Yes,No
881,WSW,SSW,W,No,No
882,SSE,SSE,N,No,No
883,SSE,SSE,N,No,No
884,SE,SSE,N,No,No
885,SSE,ESE,N,No,No
886,SSE,SSE,NNE,No,No
887,S,S,E,No,No
888,ESE,E,N,No,No
889,WNW,W,NW,No,No
890,NW,WNW,WNW,No,No
891,NW,NNE,N,No,Yes
892,N,NNE,NNE,Yes,Yes
893,NNW,WNW,NW,Yes,No
894,NW,NW,WNW,No,Yes
895,W,W,W,Yes,No
896,WNW,S,NE,No,No
897,SE,S,SSE,No,No
898,NE,NNW,NE,No,No
899,NNE,SE,N,No,No
900,SSE,ESE,N,No,No
901,ENE,ESE,N,No,No
902,SE,SE,N,No,No
903,E,SE,SE,No,No
904,N,SE,E,No,No
905,SE,S,ESE,No,Yes
906,W,NW,N,Yes,Yes
907,WNW,WNW,NW,Yes,Yes
908,NW,NNW,NW,Yes,Yes
909,WNW,W,WNW,Yes,No
910,WNW,W,N,No,Yes
911,WNW,WNW,WNW,Yes,No
912,WNW,WNW,NNW,No,Yes
913,W,W,WNW,Yes,No
914,NW,NW,N,No,No
915,W,WNW,WNW,No,Yes
916,SW,ENE,S,Yes,No
917,E,E,N,No,No
918,SE,E,N,No,No
919,W,SSE,SE,No,Yes
920,WNW,N,W,Yes,Yes
921,WSW,SE,NW,Yes,No
922,SE,SE,SE,No,No
923,SE,S,NW,No,No
924,SSE,SSE,SE,No,No
925,W,W,N,No,No
926,E,E,N,No,Yes
927,NW,NW,SE,Yes,Yes
928,WNW,S,NE,Yes,No
929,NNW,NW,N,No,No
930,SE,S,ESE,No,No
931,E,ESE,NW,No,No
932,SE,SSE,WNW,No,No
933,E,ENE,NNE,No,No
934,NE,NNE,N,No,No
935,ENE,NE,N,No,No
936,NNE,NE,N,No,No
937,NNE,N,ESE,No,No
938,ESE,NNE,SE,No,Yes
939,WSW,ESE,SE,Yes,Yes
940,WNW,SSW,WNW,Yes,Yes
941,WSW,W,S,Yes,Yes
942,W,WNW,ENE,Yes,Yes
943,WNW,W,N,Yes,Yes
944,SSE,SE,SE,Yes,No
945,SW,W,SSE,No,No
946,ESE,E,N,No,No
947,SSE,NNW,N,No,Yes
948,ENE,ESE,SE,Yes,No
949,NE,NNE,N,No,Yes
950,NE,NE,SE,Yes,Yes
951,WNW,WNW,WNW,Yes,No
952,SE,SE,SSE,No,No
953,SE,SSE,SE,No,No
954,SW,SW,ESE,No,No
955,WSW,NW,NNE,No,No
956,S,NNE,E,No,No
957,ENE,SE,ESE,No,No
958,N,N,SSE,No,No
959,WNW,W,S,No,No
960,WSW,W,ESE,No,No
961,WSW,WNW,N,No,No
962,W,WNW,W,No,No
963,WNW,NNW,N,No,No
964,WNW,WSW,SE,No,No
965,S,S,E,No,No
966,ESE,E,SE,No,No
967,NE,ENE,ESE,No,No
968,ENE,E,ENE,No,Yes
969,N,NNE,N,Yes,Yes
970,W,W,N,Yes,No
971,NW,WSW,N,No,No
972,WNW,NW,SSE,No,No
973,S,WSW,W,No,No
974,W,WSW,ESE,No,No
975,W,NW,E,No,No
976,WSW,S,SSE,No,No
977,NE,NE,E,No,No
978,NNW,WSW,SE,No,No
979,WNW,NE,SE,No,No
980,W,W,WNW,No,Yes
981,W,WNW,N,Yes,No
982,ENE,N,E,No,No
983,W,WNW,W,No,No
984,SE,NW,ESE,No,No
985,SSE,E,S,No,No
986,ENE,NNE,ESE,No,No
987,ENE,NE,ESE,No,No
988,WNW,ENE,ESE,No,Yes
989,NW,WNW,WNW,Yes,Yes
990,NW,NNW,NW,Yes,Yes
991,ENE,SW,SE,Yes,Yes
992,SSE,S,S,Yes,No
993,WSW,E,SSE,No,No
994,SSW,S,ESE,No,No
995,ENE,SSE,SE,No,No
996,SW,S,S,No,Yes
997,W,WSW,S,Yes,No
998,WSW,W,SE,No,No
999,WSW,WNW,W,No,Yes
1000,WNW,WSW,WNW,No,No
1001,W,S,S,No,No
1002,NNE,NNE,ESE,No,No
1003,NE,NE,ESE,No,No
1004,W,W,E,No,No
1005,W,W,WSW,No,No
1006,W,ESE,S,No,No
1007,NNW,WNW,SE,No,No
1008,WSW,SSE,SSE,No,No
1009,NE,NNW,SE,No,No
1010,WSW,S,ENE,No,No
1011,ENE,S,SW,No,No
1012,NE,WNW,SSE,No,No
1013,W,SW,NNW,No,Yes
1014,SE,SSE,SE,Yes,No
1015,N,SE,E,No,No
1016,E,ENE,SE,No,No
1017,ENE,NE,ESE,No,Yes
1018,W,NW,N,Yes,No
1019,W,W,WNW,No,No
1020,SW,W,SE,No,No
1021,WSW,WNW,ESE,No,No
1022,W,WSW,W,No,No
1023,SW,WNW,SW,No,No
1024,SW,ESE,ESE,No,No
1025,SW,SE,ESE,No,No
1026,NW,NNW,ESE,No,Yes
1027,E,E,ENE,Yes,No
1028,WNW,WSW,SSE,No,No
1029,WNW,NNW,SSE,No,Yes
1030,W,W,WNW,Yes,No
1031,ENE,N,ESE,No,No
1032,W,WSW,ENE,No,No
1033,W,NNE,SE,No,No
1034,W,W,NNW,No,No
1035,WNW,W,SSE,No,No
1036,WSW,SSW,SSE,No,No
1037,S,SSE,SSE,No,No
1038,NNW,NNW,E,No,No
1039,WSW,SSE,SSE,No,No
1040,W,WNW,WNW,No,No
1041,W,WSW,ENE,No,Yes
1042,N,NNW,S,Yes,No
1043,SE,SE,SE,No,No
1044,W,SE,SE,No,Yes
1045,W,SE,SSE,Yes,Yes
1046,W,SE,NE,Yes,Yes
1047,W,SE,W,Yes,No
1048,NNE,NW,E,No,No
1049,W,N,E,No,Yes
1050,WSW,WNW,WNW,Yes,Yes
1051,WSW,WSW,SE,Yes,No
1052,SE,NW,SE,No,No
1053,W,WNW,NNE,No,No
1054,SE,SE,SSE,No,No
1055,ESE,SE,SE,No,No
1056,NW,S,E,No,No
1057,W,SSW,NNE,No,No
1058,SSE,NE,ESE,No,No
1059,ENE,ENE,SE,No,No
1060,N,ESE,SSE,No,Yes
1061,W,SW,SSE,Yes,No
1062,W,W,E,No,No
1063,SE,SSW,S,No,No
1064,S,SE,SSE,No,No
1065,SE,SSE,SE,No,No
1066,SE,ENE,ESE,No,No
1067,SE,N,SSE,No,No
1068,NNE,NE,NE,No,Yes
1069,NNE,WNW,N,Yes,No
1070,SE,ENE,SE,No,No
1071,ENE,E,SE,No,No
1072,ESE,SE,SE,No,No
1073,S,SE,SSE,No,No
1074,SE,SSE,SE,No,Yes
1075,SW,N,SE,Yes,Yes
1076,SE,SW,NE,Yes,No
1077,SW,ENE,SSE,No,No
1078,WNW,WSW,SE,No,No
1079,SSE,SSE,SSE,No,No
1080,SSE,SSE,SE,No,No
1081,WSW,W,E,No,No
1082,SSW,SSW,SSE,No,No
1083,SSW,S,ESE,No,No
1084,NW,W,SE,No,No
1085,W,W,W,No,No
1086,W,SW,SE,No,No
1087,SSE,SSW,SE,No,No
1088,NNE,NE,ENE,No,Yes
1089,NNW,WSW,NNE,Yes,Yes
1090,W,W,WNW,Yes,No
1091,NW,W,W,No,No
1092,SW,WSW,W,No,Yes
1093,S,N,ESE,Yes,No
1094,WNW,WSW,SSE,No,No
1095,SE,ESE,SSE,No,No
1096,NNE,SSE,SE,No,No
1097,ENE,NE,ENE,No,No
1098,NNW,ENE,NE,No,No
1099,SW,ESE,ESE,No,No
1100,WSW,NW,SE,No,No
1101,WSW,W,ESE,No,No
1102,ENE,S,SE,No,No
1103,NNE,S,SE,No,No
1104,N,SE,SE,No,No
1105,N,WSW,SSE,No,No
1106,ENE,ESE,SSE,No,No
1107,E,WSW,SE,No,No
1108,NNE,E,SE,No,No
1109,NE,S,SSE,No,No
1110,ENE,ENE,NE,No,Yes
1111,WNW,NNW,NNW,Yes,Yes
1112,SE,W,WSW,Yes,No
1113,SE,S,SE,No,No
1114,NNE,NNE,SE,No,No
1115,SSW,WSW,SSE,No,No
1116,WNW,SW,SSE,No,No
1117,NNW,N,SE,No,Yes
1118,W,WNW,W,Yes,No
1119,W,SE,SSE,No,No
1120,NNW,N,NE,No,No
1121,ENE,ESE,S,No,Yes
1122,W,WNW,ESE,Yes,No
1123,S,WNW,SSE,No,Yes
1124,W,ENE,E,Yes,No
1125,SE,S,SE,No,No
1126,NE,SE,SSE,No,No
1127,ENE,N,SE,No,No
1128,SE,SSE,ENE,No,No
1129,NNW,SE,SSW,No,No
1130,ESE,S,ENE,No,No
1131,NE,SSE,ESE,No,No
1132,SE,WSW,SSE,No,Yes
1133,S,NNW,SE,Yes,No
1134,NE,W,SSE,No,No
1135,WNW,SW,N,No,No
1136,SE,ENE,N,No,No
1137,N,NNE,N,No,Yes
1138,NE,S,SE,Yes,Yes
1139,NNE,NE,NNE,Yes,Yes
1140,NNE,SSW,NNE,Yes,No
1141,SSE,SE,SSE,No,Yes
1142,SE,SE,N,Yes,Yes
1143,SE,SE,SE,Yes,No
1144,NNE,ESE,SE,No,Yes
1145,WSW,WNW,WNW,Yes,No
1146,WNW,W,N,No,No
1147,SE,ESE,N,No,No
1148,SE,SE,SE,No,No
1149,S,SW,SW,No,No
1150,WSW,WNW,N,No,No
1151,W,WNW,N,No,No
1152,WNW,NW,ENE,No,No
1153,NW,WNW,S,No,No
1154,NW,NNE,ESE,No,No
1155,NNW,SE,N,No,Yes
1156,NNE,NNE,ESE,Yes,Yes
1157,SW,WNW,NNW,Yes,Yes
1158,WNW,W,SSW,Yes,No
1159,SSE,ESE,S,No,No
1160,NNE,SSE,SE,No,No
1161,NE,NNE,ESE,No,No
1162,WNW,WNW,ENE,No,No
1163,WNW,W,S,No,No
1164,W,W,NW,No,No
1165,WSW,W,W,No,No
1166,SSW,WNW,SSE,No,No
1167,NNW,NW,S,No,No
1168,S,N,SSE,No,No
1169,N,ESE,E,No,Yes
1170,ESE,ESE,SSE,Yes,No
1171,E,NNE,E,No,No
1172,NE,NE,N,No,No
1173,WSW,WNW,N,No,No
1174,NNE,NNW,N,No,No
1175,NNE,N,ESE,No,No
1176,SE,SSE,ESE,No,No
1177,ESE,SSW,E,No,No
1178,WNW,NNE,ESE,No,No
1179,W,WNW,SW,No,No
1180,WSW,W,N,No,No
1181,W,WSW,W,No,No
1182,WSW,WNW,SSE,No,No
1183,SSW,ENE,WSW,No,No
1184,WNW,WSW,SSE,No,No
1185,S,S,N,No,No
1186,SE,SE,N,No,No
1187,ENE,NNE,S,No,No
1188,SW,SSW,ENE,No,No
1189,SSE,SSE,N,No,No
1190,ESE,SSE,SSE,No,No
1191,NE,E,ESE,No,Yes
1192,SW,E,SSE,Yes,No
1193,NNE,SE,SE,No,Yes
1194,NE,NNE,NNE,Yes,Yes
1195,WSW,NNW,N,Yes,No
1196,WNW,W,W,No,No
1197,WNW,W,W,No,No
1198,NW,NW,WSW,No,No
1199,W,WNW,WNW,No,No
1200,W,WNW,N,No,No
1201,SSE,SSE,ENE,No,No
1202,ENE,NE,SE,No,No
1203,E,E,N,No,No
1204,W,WNW,NE,No,Yes
1205,W,WNW,W,Yes,No
1206,W,W,SSE,No,No
1207,WNW,W,N,No,No
1208,WSW,ENE,ENE,No,No
1209,ESE,E,WSW,No,No
1210,NE,NE,N,No,No
1211,WSW,SE,S,No,No
1212,S,S,N,No,No
1213,W,WNW,N,No,No
1214,W,SW,E,No,No
1215,W,WSW,W,No,No
1216,ENE,NNW,NE,No,No
1217,WSW,NW,N,No,No
1218,E,ENE,N,No,No
1219,ESE,ESE,N,No,No
1220,NE,E,E,No,No
1221,NE,SE,N,No,No
1222,N,N,N,No,No
1223,W,SE,N,No,No
1224,ENE,NNE,N,No,No
1225,NNE,NNE,E,No,No
1226,ENE,S,E,No,Yes
1227,W,NNW,NNW,Yes,Yes
1228,WNW,WNW,WNW,Yes,No
1229,W,W,S,No,No
1230,SE,WSW,S,No,No
1231,W,W,N,No,No
1232,SSW,SE,S,No,No
1233,E,SE,NW,No,No
1234,ESE,E,SSE,No,No
1235,NE,SE,N,No,Yes
1236,SSE,SSE,SE,Yes,No
1237,W,W,WSW,No,Yes
1238,SE,SE,S,Yes,No
1239,WNW,WSW,N,No,No
1240,SSW,S,N,No,No
1241,WSW,NNW,S,No,No
1242,NE,SE,S,No,No
1243,S,SSW,N,No,No
1244,SSE,SSE,N,No,No
1245,NNW,SE,N,No,No
1246,SE,ESE,ENE,No,No
1247,ENE,NE,E,No,No
1248,NE,W,ENE,No,No
1249,SE,E,NNW,No,No
1250,W,NNW,NW,No,No
1251,W,WNW,N,No,Yes
1252,W,W,NW,Yes,No
1253,NE,NE,N,No,No
1254,N,NNE,NE,No,Yes
1255,NNW,WNW,NNW,Yes,No
1256,NNW,NW,SE,No,No
1257,W,WNW,NNW,No,Yes
1258,W,W,NE,Yes,No
1259,SE,SE,N,No,No
1260,SE,SE,N,No,No
1261,ENE,SE,N,No,Yes
1262,WNW,N,N,Yes,Yes
1263,NW,NNW,N,Yes,Yes
1264,NW,WNW,N,Yes,Yes
1265,WNW,W,W,Yes,No
1266,W,WNW,W,No,No
1267,WNW,S,SW,No,No
1268,SE,E,N,No,No
1269,ESE,SSE,N,No,No
1270,SSE,SE,N,No,No
1271,NE,SE,N,No,No
1272,E,SE,N,No,Yes
1273,ENE,NE,SSE,Yes,Yes
1274,NNW,NNE,N,Yes,No
1275,NNE,SE,N,No,Yes
1276,NW,WNW,NNE,Yes,Yes
1277,WNW,NW,N,Yes,Yes
1278,NW,WNW,W,Yes,Yes
1279,N,N,NNE,Yes,No
1280,NNW,NNW,N,No,No
1281,WSW,NW,SW,No,No
1282,W,W,N,No,No
1283,W,WSW,N,No,No
1284,SW,SSW,E,No,No
1285,WSW,WNW,N,No,No
1286,W,WNW,N,No,No
1287,E,SE,N,No,No
1288,NE,NE,N,No,Yes
1289,N,NNW,N,Yes,Yes
1290,NNE,NE,ENE,Yes,Yes
1291,W,WNW,WNW,Yes,Yes
1292,W,WSW,N,Yes,No
1293,SSE,SE,E,No,No
1294,SSE,ENE,N,No,No
1295,WNW,W,N,No,No
1296,NNW,SW,N,No,No
1297,N,N,N,No,No
1298,WNW,W,N,No,Yes
1299,WNW,WNW,NE,Yes,Yes
1300,WNW,W,W,Yes,No
1301,WNW,NW,N,No,No
1302,W,NNE,N,No,Yes
1303,SW,WSW,W,Yes,No
1304,SW,SW,N,No,No
1305,SE,ESE,N,No,No
1306,W,W,ENE,No,No
1307,NNW,SE,S,No,No
1308,NNW,NNW,N,No,Yes
1309,WNW,W,ESE,Yes,No
1310,NW,NW,N,No,Yes
1311,NW,NW,NNW,Yes,Yes
1312,WSW,W,N,Yes,No
1313,W,WNW,NE,No,No
1314,SE,S,N,No,No
1315,N,NE,SE,No,No
1316,ENE,ENE,E,No,No
1317,NW,WSW,WNW,No,Yes
1318,WNW,NW,NNW,Yes,Yes
1319,WNW,NW,NW,Yes,No
1320,WSW,W,WNW,No,No
1321,SE,S,E,No,No
1322,SE,ENE,SSE,No,No
1323,WNW,N,SE,No,No
1324,W,W,WNW,No,No
1325,WNW,WSW,WNW,No,No
1326,SSW,WSW,SW,No,No
1327,WSW,WSW,ESE,No,No
1328,E,ESE,N,No,No
1329,N,N,ENE,No,No
1330,N,NE,N,No,No
1331,NNW,N,NNW,No,Yes
1332,W,WNW,WNW,Yes,Yes
1333,WNW,WNW,W,Yes,No
1334,W,W,WSW,No,No
1335,W,NW,E,No,No
1336,SE,SE,ENE,No,No
1337,N,N,SE,No,Yes
1338,W,WSW,W,Yes,No
1339,W,WNW,ESE,No,No
1340,SE,E,ESE,No,No
1341,WSW,WNW,E,No,No
1342,NE,NW,E,No,No
1343,NNW,SE,SW,No,Yes
1344,NE,NE,N,Yes,No
1345,W,E,SE,No,No
1346,W,W,NW,No,No
1347,NW,SSE,SE,No,No
1348,WNW,WNW,ESE,No,No
1349,W,W,W,No,No
1350,ESE,SE,N,No,No
1351,SE,NNE,SE,No,No
1352,NNE,NE,ENE,No,No
1353,N,W,N,No,Yes
1354,WNW,W,W,Yes,No
1355,W,W,WNW,No,No
1356,W,W,SE,No,No
1357,SSW,WSW,E,No,No
1358,SSW,WNW,E,No,No
1359,W,WNW,ENE,No,No
1360,W,WSW,SSW,No,Yes
1361,WSW,W,SW,Yes,No
1362,WNW,NNW,S,No,No
1363,WSW,WNW,N,No,No
1364,NW,NW,WNW,No,No
1365,SSE,S,SSE,No,Yes
1366,W,WSW,SSE,Yes,No
1367,WNW,W,E,No,No
1368,SW,NW,SE,No,No
1369,ENE,NNE,SE,No,No
1370,W,NE,SE,No,Yes
1371,WNW,WNW,W,Yes,No
1372,WNW,N,E,No,No
1373,E,ENE,ESE,No,No
1374,NW,W,N,No,No
1375,WSW,WSW,W,No,No
1376,WSW,ESE,S,No,No
1377,ESE,SE,SE,No,No
1378,ESE,SSE,SE,No,No
1379,W,W,N,No,No
1380,WSW,W,WSW,No,No
1381,WSW,NNW,W,No,No
1382,SSW,NW,ESE,No,No
1383,ENE,SSE,SSE,No,No
1384,SSW,SW,ESE,No,No
1385,S,SSE,ESE,No,No
1386,WNW,WSW,W,No,No
1387,WSW,ESE,SSE,No,No
1388,NNE,NNW,SE,No,No
1389,NE,NW,SE,No,No
1390,S,S,N,No,No
1391,NNE,N,S,No,Yes
1392,NNW,WNW,NE,Yes,Yes
1393,WNW,NW,NNW,Yes,Yes
1394,WNW,W,W,Yes,No
1395,SSE,SE,SSE,No,No
1396,ESE,NE,ESE,No,No
1397,WNW,N,SE,No,No
1398,S,S,ESE,No,No
1399,NNW,SE,E,No,No
1400,WNW,WNW,E,No,No
1401,WNW,WNW,S,No,No
1402,N,SSE,SSE,No,No
1403,WSW,SW,W,No,No
1404,SSE,SE,SW,No,No
1405,E,ESE,SSE,No,No
1406,W,NW,NE,No,No
1407,W,W,SE,No,No
1408,SSE,SSE,SSE,No,No
1409,NNE,NE,ESE,No,No
1410,NNW,WNW,E,No,No
1411,W,WNW,SE,No,No
1412,SW,ESE,SSE,No,No
1413,SSE,E,SSE,No,No
1414,NNE,E,E,No,No
1415,NW,WSW,ENE,No,No
1416,W,W,SE,No,No
1417,SSE,ESE,SSW,No,No
1418,E,SSW,S,No,No
1419,ENE,N,ESE,No,No
1420,NW,ESE,S,No,Yes
1421,SSE,SW,ENE,Yes,No
1422,NNW,ENE,E,No,No
1423,WNW,WSW,NW,No,No
1424,WSW,NW,WSW,No,No
1425,NNE,SSE,SE,No,No
1426,NNW,NNW,SE,No,No
1427,W,W,W,No,No
1428,SW,W,WSW,No,Yes
1429,SSE,SSE,ESE,Yes,No
1430,WNW,WSW,NE,No,No
1431,NW,SSW,S,No,No
1432,W,S,SSE,No,No
1433,W,W,ESE,No,No
1434,W,SW,SE,No,No
1435,ENE,S,S,No,No
1436,N,N,NE,No,No
1437,WSW,W,S,No,No
1438,SE,SSE,SE,No,No
1439,NNW,NE,ESE,No,No
1440,NNE,ENE,NE,No,No
1441,ENE,WNW,S,No,No
1442,WNW,SW,WSW,No,No
1443,ENE,WNW,SSE,No,No
1444,W,W,SE,No,No
1445,N,S,ENE,No,No
1446,WNW,N,NE,No,No
1447,SE,SE,SE,No,No
1448,ESE,SSE,SE,No,No
1449,ENE,NE,ESE,No,No
1450,ENE,ESE,ENE,No,No
1451,ENE,NE,SE,No,No
1452,E,ESE,ESE,No,No
1453,SSE,ESE,E,No,No
1454,ESE,ENE,E,No,No
1455,S,ENE,SSE,No,No
1456,SE,WNW,S,No,No
1457,N,SSE,ESE,No,No
1458,NE,NNW,SSE,No,No
1459,W,NW,NNE,No,No
1460,NNW,W,WSW,No,No
1461,ESE,SSE,SSE,No,No
1462,SW,W,SE,No,No
1463,W,WSW,SSW,No,No
1464,SSE,ESE,SE,No,No
1465,E,SSE,N,No,No
1466,WSW,ENE,SSE,No,Yes
1467,N,NE,NNE,Yes,Yes
1468,NNW,NW,N,Yes,No
1469,W,WNW,SSW,No,No
1470,W,W,S,No,No
1471,NW,W,N,No,No
1472,N,NNW,N,No,No
1473,WNW,NNE,SSE,No,Yes
1474,NW,W,N,Yes,Yes
1475,WSW,SW,E,Yes,No
1476,WSW,WSW,S,No,No
1477,WNW,WSW,NNW,No,No
1478,WNW,W,ESE,No,No
1479,WNW,WSW,SSE,No,No
1480,SE,SE,SSE,No,No
1481,SE,SSE,SSE,No,No
1482,SE,S,N,No,No
1483,SSE,WNW,SSE,No,No
1484,S,W,S,No,No
1485,ESE,S,E,No,No
1486,SW,S,SSW,No,No
1487,WNW,SSW,E,No,No
1488,WNW,W,SE,No,No
1489,NNE,N,E,No,No
1490,N,NNW,SE,No,No
1491,SSE,SSE,SSE,No,No
1492,W,W,ESE,No,No
1493,SSE,SW,E,No,No
1494,SW,SE,NE,No,No
1495,WSW,W,SSE,No,No
1496,SE,SE,SSW,No,No
1497,SE,SE,SSW,No,No
1498,N,N,ESE,No,Yes
1499,WNW,W,NNW,Yes,Yes
1500,WSW,WSW,NNW,Yes,No
1501,WSW,WSW,S,No,No
1502,WSW,W,E,No,No
1503,W,W,N,No,No
1504,N,NNW,NNE,No,No
1505,WNW,W,ENE,No,No
1506,W,NW,N,No,Yes
1507,WSW,SW,SSE,Yes,No
1508,WSW,WSW,S,No,No
1509,SSE,SE,SE,No,No
1510,NE,NNW,ENE,No,No
1511,W,W,SSE,No,No
1512,SSE,E,SSE,No,No
1513,SE,SE,E,No,No
1514,SE,SSE,N,No,No
1515,SE,SSE,N,No,No
1516,NNE,NNE,N,No,Yes
1517,W,W,N,Yes,Yes
1518,N,NNW,N,Yes,Yes
1519,WNW,NW,NE,Yes,Yes
1520,SW,W,NW,Yes,Yes
1521,WNW,WNW,W,Yes,No
1522,W,W,WSW,No,No
1523,WNW,W,S,No,Yes
1524,E,E,ENE,Yes,No
1525,SSE,ESE,S,No,No
1526,NNW,SE,NNW,No,No
1527,SE,SSE,SSE,No,No
1528,WNW,WNW,S,No,No
1529,W,WNW,N,No,No
1530,NNE,S,N,No,No
1531,SE,SE,NNE,No,No
1532,SE,SE,N,No,No
1533,N,SSE,N,No,No
1534,ENE,ENE,SSE,No,Yes
1535,NE,NE,NE,Yes,Yes
1536,N,N,NNW,Yes,Yes
1537,SSW,SSW,SSE,Yes,No
1538,SW,NW,N,No,No
1539,S,SE,ENE,No,No
1540,E,ENE,N,No,No
1541,N,N,SE,No,Yes
1542,WNW,WNW,N,Yes,No
1543,SE,NE,E,No,No
1544,WNW,ESE,N,No,No
1545,NNW,ESE,N,No,No
1546,E,E,SSW,No,Yes
1547,SE,ESE,SE,Yes,Yes
1548,WNW,W,N,Yes,Yes
1549,NW,SE,N,Yes,No
1550,WNW,E,NW,No,No
1551,WNW,WNW,N,No,No
1552,S,SW,N,No,No
1553,SSW,WSW,WNW,No,No
1554,SSE,S,N,No,No
1555,WSW,SW,SE,No,No
1556,SE,SE,N,No,No
1557,SSE,S,ESE,No,No
1558,SE,SSE,NNW,No,No
1559,SSE,SSW,N,No,No
1560,SSE,SSE,SSE,No,No
1561,SE,ESE,N,No,No
1562,E,ENE,SE,No,No
1563,N,SE,N,No,No
1564,WNW,SSE,N,No,No
1565,W,W,N,No,No
1566,ENE,NNE,N,No,No
1567,WNW,WNW,NE,No,No
1568,E,E,N,No,No
1569,N,N,ENE,No,No
1570,WNW,WNW,WNW,No,Yes
1571,NNW,NW,NNW,Yes,Yes
1572,WNW,E,N,Yes,Yes
1573,W,W,NNE,Yes,No
1574,SE,SSW,N,No,No
1575,ESE,S,N,No,No
1576,SE,E,N,No,No
1577,SE,ESE,NNW,No,No
1578,ENE,ESE,N,No,Yes
1579,N,ENE,ESE,Yes,Yes
1580,NNE,N,N,Yes,Yes
1581,E,SE,ENE,Yes,Yes
1582,NE,ENE,ENE,Yes,No
1583,NNE,NE,NE,No,Yes
1584,NNE,NNW,NNW,Yes,Yes
1585,NNW,WNW,N,Yes,Yes
1586,NW,NNW,N,Yes,No
1587,N,NNW,N,No,No
1588,WNW,WNW,W,No,No
1589,W,W,SE,No,No
1590,SE,ENE,SE,No,No
1591,SE,ESE,S,No,No
1592,ENE,SE,N,No,No
1593,NE,NE,N,No,Yes
1594,NNE,NNE,NE,Yes,No
1595,W,WNW,N,No,No
1596,ESE,SSW,N,No,No
1597,ESE,E,E,No,No
1598,WNW,NNW,N,No,Yes
1599,NNW,NNE,WNW,Yes,No
1600,WNW,WNW,NW,No,Yes
1601,N,N,NNW,Yes,Yes
1602,WNW,WNW,NW,Yes,No
1603,NE,N,N,No,Yes
1604,ENE,E,WSW,Yes,No
1605,NNW,N,ENE,No,Yes
1606,WNW,WSW,N,Yes,No
1607,NE,NNE,S,No,Yes
1608,W,W,NW,Yes,Yes
1609,NW,NW,WNW,Yes,No
1610,W,NW,N,No,Yes
1611,W,WNW,W,Yes,No
1612,N,NE,ESE,No,Yes
1613,N,NW,WSW,Yes,No
1614,NNW,NNW,NE,No,Yes
1615,SW,WNW,W,Yes,Yes
1616,WNW,WNW,W,Yes,No
1617,WNW,WNW,WSW,No,Yes
1618,WNW,W,NW,Yes,Yes
1619,WNW,WNW,NW,Yes,Yes
1620,W,SE,ENE,Yes,No
1621,W,WNW,E,No,No
1622,WNW,W,S,No,No
1623,ENE,ESE,NNE,No,No
1624,ENE,SE,ENE,No,Yes
1625,WNW,NE,E,Yes,Yes
1626,NW,WNW,NW,Yes,No
1627,ESE,SSE,E,No,No
1628,ENE,S,ESE,No,No
1629,E,E,N,No,No
1630,ESE,S,N,No,No
1631,WSW,NNE,ESE,No,No
1632,NNE,NNE,E,No,No
1633,W,SW,ESE,No,No
1634,WSW,W,N,No,No
1635,WNW,W,E,No,No
1636,W,NNE,E,No,No
1637,WNW,WNW,NNW,No,No
1638,WNW,WNW,WNW,No,No
1639,W,WNW,N,No,No
1640,S,SSE,S,No,No
1641,WNW,W,ENE,No,No
1642,NNE,E,SE,No,Yes
1643,SE,ESE,SE,Yes,Yes
1644,WNW,W,SE,Yes,No
1645,WNW,NW,WNW,No,Yes
1646,NW,WNW,W,Yes,Yes
1647,W,W,WNW,Yes,No
1648,WSW,W,N,No,No
1649,E,NE,SE,No,No
1650,NE,ENE,SE,No,No
1651,WNW,WNW,SSW,No,No
1652,WNW,NW,E,No,No
1653,W,W,WNW,No,Yes
1654,ENE,NNE,E,Yes,No
1655,WNW,W,WNW,No,No
1656,NNW,N,SSE,No,No
1657,NNE,NNE,E,No,Yes
1658,WNW,WNW,N,Yes,Yes
1659,WNW,NNW,NNE,Yes,No
1660,W,W,WSW,No,No
1661,SW,WNW,SSE,No,No
1662,NNW,NNE,SE,No,No
1663,W,NNW,N,No,No
1664,NW,WNW,ESE,No,No
1665,WNW,NW,ENE,No,No
1666,NNE,N,SE,No,No
1667,W,WNW,W,No,No
1668,N,N,E,No,No
1669,W,W,N,No,Yes
1670,WNW,WSW,WNW,Yes,No
1671,NNE,S,ESE,No,No
1672,N,NNW,ESE,No,No
1673,WNW,WNW,WNW,No,No
1674,E,NNW,SE,No,No
1675,E,ENE,E,No,No
1676,ENE,ENE,SSE,No,No
1677,WSW,E,SSE,No,Yes
1678,NW,ENE,N,Yes,Yes
1679,NW,WNW,NW,Yes,No
